nombre,direccion,latitud,longitud,codigo_postal,types,rating,user_ratings_total
Restaurante La Dehesa I,"Avenida de Pablo Iglesias, 94, Madrid",40.4569036,-3.711529,28039,"restaurant, cafe, store, food, point_of_interest, establishment",3.9,1360.0
Restaurante Ferreiro,"Calle del Aviador Zorita, 32, Madrid",40.4502106,-3.698173299999999,28039,"restaurant, food, point_of_interest, establishment",4.3,1283.0
Asador Donostiarra,"Calle de la Infanta Mercedes, 79, Madrid",40.4616628,-3.6957148,28039,"restaurant, food, point_of_interest, establishment",4.6,5033.0
Viavélez,"Avenida del General Perón, 10, Madrid",40.4522739,-3.697964099999999,28039,"restaurant, food, point_of_interest, establishment",4.3,952.0
La Guisandera de Piñera,"Calle de Rosario Pino, 12, Madrid",40.4622839,-3.6923399,28039,"restaurant, food, point_of_interest, establishment",4.6,724.0
Taberna Gaztelupe,"Calle del Aviador Zorita, 32, Madrid",40.4501454,-3.6981721,28039,"restaurant, food, point_of_interest, establishment",4.4,1702.0
Alfredo's Barbacoa,"Calle de Juan Hurtado de Mendoza, 11, Madrid",40.4605735,-3.6872982,28039,"restaurant, food, point_of_interest, establishment",4.4,5376.0
El Quinto Vino,"Calle de Hernani, 48, Madrid",40.44805699999999,-3.699002,28039,"restaurant, liquor_store, bar, store, food, point_of_interest, establishment",4.1,1412.0
The Irish Rover,"Avenida de Brasil, 7, Madrid",40.4547539,-3.693954599999999,28039,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.3,11126.0
Restaurante L'abbraccio,"Calle del Poeta Joan Maragall, 51, Madrid",40.463413,-3.692554899999999,28039,"meal_delivery, restaurant, food, point_of_interest, establishment",4.4,1759.0
Guetaria Asador 2.zero,"Calle del Aviador Zorita, 8, Madrid",40.4475364,-3.6983613,28039,"restaurant, food, point_of_interest, establishment",4.4,1788.0
La Cantina de la estación,"Calle de Sor Ángela de la Cruz, 17, Madrid",40.4592563,-3.6957266,28039,"bar, restaurant, food, point_of_interest, establishment",4.4,3392.0
Restaurante La Tagliatella,"Calle del Poeta Joan Maragall, 53, Madrid",40.4633594,-3.6917585,28039,"restaurant, food, point_of_interest, establishment",4.1,2162.0
Restaurante Asador Casa Juan,"Calle de la Infanta Mercedes, 111, Madrid",40.4639697,-3.6933123,28039,"restaurant, food, point_of_interest, establishment",4.5,7225.0
Mesón Txistu,"Plaza Angel de Carbajo, 6, Madrid",40.4626736,-3.6938771,28039,"restaurant, food, point_of_interest, establishment",4.5,4366.0
Asiatico Tesoro,"Calle Alonso Castrillo, 6, Madrid",40.459171,-3.69929,28039,"bar, restaurant, food, point_of_interest, establishment",4.1,273.0
O'Pazo,"Calle de la Reina Mercedes, 20, Madrid",40.45077250000001,-3.6973279,28039,"restaurant, food, point_of_interest, establishment",4.6,1631.0
Los Arroces de Segis,"Calle de la Infanta Mercedes, 109, Madrid",40.4639444,-3.6934167,28039,"restaurant, food, point_of_interest, establishment",3.9,2320.0
El Mesón Gallego l Restaurante gallego Madrid,"Calle de Müller, 35, Madrid",40.4646114,-3.6989004,28039,"restaurant, food, point_of_interest, establishment",4.4,1230.0
La Selva,"Paseo de la Castellana, 159, Madrid",40.4612529,-3.691202499999999,28039,"cafe, store, restaurant, food, point_of_interest, establishment",4.2,318.0
Casa Pepe,"Calle de Celanova, 19, Madrid",40.4721109,-3.7130725,28039,"bar, restaurant, food, point_of_interest, establishment",4.3,11367.0
Creperie Cre - cotte,"Avenida de Brasil, 26, Madrid",40.45697610000001,-3.693071999999999,28039,"restaurant, store, food, point_of_interest, establishment",4.1,703.0
Restaurante Nano El Mexicano,"Calle de Lérida, 8, Madrid",40.4521054,-3.7012141,28039,"restaurant, food, point_of_interest, establishment",3.9,360.0
Bistrot Saconia,"Calle de Antonio Machado, 45, Madrid",40.4666255,-3.7200517,28039,"restaurant, food, point_of_interest, establishment",4.5,1374.0
El Asador de Aranda,"Plaza Castilla, 3, Madrid",40.4663351,-3.6905496,28039,"restaurant, bar, food, point_of_interest, establishment",4.5,1599.0
VIPS,"Calle de Orense, 16, Madrid",40.4494961,-3.695054099999999,28039,"restaurant, meal_takeaway, food, point_of_interest, establishment",3.9,6758.0
Tatoom Road,"3A, Avenida de Brasil, Madrid",40.4539439,-3.694070999999999,28039,"night_club, bar, restaurant, food, point_of_interest, establishment",3.7,722.0
Restaurante Sotero,"Calle Manuel Marchamalo, 12, Madrid",40.4660405,-3.695837900000001,28039,"restaurant, food, point_of_interest, establishment",4.1,1157.0
Restaurante L'Albufera,"Calle del Poeta Joan Maragall, 43, Madrid",40.4618006,-3.692039699999999,28039,"restaurant, food, point_of_interest, establishment",4.4,1628.0
La Castañal Marisquería,"Calle de Berruguete, 78, Madrid",40.4599549,-3.705155000000001,28039,"restaurant, food, point_of_interest, establishment",4.6,1045.0
El Bosque,"Calle de Sánchez Preciado, 42, Madrid",40.46158249999999,-3.710292699999999,28039,"restaurant, bar, food, point_of_interest, establishment",4.0,100.0
La Máquina Original,"Calle de Sor Ángela de la Cruz, 22, Madrid",40.4598789,-3.6954319,28039,"restaurant, food, point_of_interest, establishment",4.4,2277.0
Restaurante Ondiñas Do Mendo,"Calle de Villaamil, 4, Madrid",40.45683639999999,-3.705072899999999,28039,"bar, restaurant, food, point_of_interest, establishment",4.4,3647.0
Restaurante La Tahona | Asador de carne Madrid,"Calle del Poeta Joan Maragall, 21, Madrid",40.4574264,-3.6927904,28039,"restaurant, meal_delivery, food, point_of_interest, establishment",4.4,1265.0
Villasabores,"Avenida del General Perón, 16, Madrid",40.4522185,-3.6968063,28039,"restaurant, food, point_of_interest, establishment",4.0,1.0
Tony Roma's,"Avenida del Doctor Federico Rubio y Galí, 78, Madrid",40.45300750000001,-3.712874299999999,28039,"meal_delivery, restaurant, food, point_of_interest, establishment",4.5,6317.0
Domino's Pizza,"Calle de Francos Rodríguez, 36, Madrid",40.45644,-3.70469,28039,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",3.9,981.0
Restaurante Gaztemanu,"Calle de Jerónima Llorente, 66, Madrid",40.45287119999999,-3.708759,28039,"restaurant, bar, food, point_of_interest, establishment",4.2,1649.0
Los Arroces de Segis 2,"Calle de Rosario Pino, 18, Madrid",40.4623323,-3.6934713,28039,"restaurant, food, point_of_interest, establishment",4.0,1333.0
Norte Sur Bravo Murillo (Chamberí),"Calle de Bravo Murillo, 97, Madrid",40.4463613,-3.7041881,28039,"bar, restaurant, food, point_of_interest, establishment",4.1,1308.0
Maruzzella,"Calle de Raimundo Fernández Villaverde, 28, Madrid",40.4461776,-3.699724099999999,28039,"restaurant, food, point_of_interest, establishment",4.4,2524.0
La Gran Tasca,"Calle de Santa Engracia, 161, Madrid",40.4447699,-3.7032291,28039,"restaurant, food, point_of_interest, establishment",4.4,1623.0
Aroma Latino,"Calle Carolinas, 8, Madrid",40.4512138,-3.704497400000001,28039,"restaurant, food, point_of_interest, establishment",4.6,421.0
Restaurante Teitu,"Calle del Poeta Joan Maragall, 20, Madrid",40.4569353,-3.6918944,28039,"restaurant, food, point_of_interest, establishment",4.4,2733.0
La Pinta y la Viña,Spain,40.45978839999999,-3.6970161,28039,"restaurant, food, point_of_interest, establishment",4.5,582.0
Museo del Jamón,"Calle del Poeta Joan Maragall, 15, Madrid",40.45587159999999,-3.6926068,28039,"cafe, bar, restaurant, store, food, point_of_interest, establishment",3.8,2906.0
Restaurante La Casita de los Arroces,"Calle Alonso Castrillo, 13, Madrid",40.4590063,-3.698192199999999,28039,"restaurant, food, point_of_interest, establishment",3.1,137.0
Rodilla,"Paseo de la Castellana, 193, Madrid",40.467564,-3.689471,28039,"restaurant, meal_takeaway, cafe, meal_delivery, store, food, point_of_interest, establishment",3.8,1610.0
Tasca La Farmacia,"Calle del Poeta Joan Maragall, 19, Madrid",40.4570912,-3.6923873,28039,"restaurant, bar, food, point_of_interest, establishment",4.3,1518.0
Restaurante El Espigón (Madrid),"Calle del Poeta Joan Maragall, 58, Madrid",40.462894,-3.691451,28039,"bar, restaurant, food, point_of_interest, establishment",4.5,971.0
Sal Gorda,"Entrada al restaurante por el número 3 de la calle, Calle de Beatriz de Bobadilla, 9, Madrid",40.44778549999999,-3.7147149,28039,"restaurant, food, point_of_interest, establishment",4.3,673.0
Restaurante San Mamés,"Calle de Bravo Murillo, 88, Madrid",40.4455418,-3.7037863,28039,"restaurant, food, point_of_interest, establishment",4.2,625.0
Restaurante Mesón Gallego II,"Plaza de la Remonta, 7, Madrid",40.4643818,-3.696944099999999,28039,"restaurant, food, point_of_interest, establishment",4.0,2435.0
El Recuerdo - Restaurante Castellana,"Calle del Aviador Zorita, 4, Madrid",40.4471816,-3.698424599999999,28039,"restaurant, meal_takeaway, meal_delivery, food, point_of_interest, establishment",4.4,1888.0
Ocafú Infanta Mercedes. Taberna Gallega,"Calle de la Infanta Mercedes, 98, Madrid",40.46401400000001,-3.6927846,28039,"restaurant, food, point_of_interest, establishment",4.1,1881.0
100 Montaditos,"Calle de Bravo Murillo, 377, Madrid",40.4659027,-3.6906351,28039,"bar, restaurant, food, point_of_interest, establishment",3.8,3885.0
Domino's Pizza,"Avenida de Asturias esq, Calle Antonio González Echarte, 1, Madrid",40.467289,-3.692117,28039,"restaurant, food, point_of_interest, establishment",4.0,1484.0
Goikito,"Avenida de Gregorio del Amo, 2, Madrid",40.4470598,-3.7184734,28040,"restaurant, food, point_of_interest, establishment",4.1,305.0
"Dr. Rodrigo Garcia Crespo, Traumatólogo","c/ de la La Granja, 8, Madrid",40.4457654,-3.716935899999999,28040,"restaurant, food, point_of_interest, doctor, health, establishment",4.3,9.0
Restaurante Oliva,"Calle de Isaac Peral, 56, Madrid",40.4408646,-3.717865900000001,28040,"restaurant, food, point_of_interest, establishment",4.0,702.0
Café de Oriente,"Avenida de Juan de Herrera, 2, Madrid",40.4398452,-3.7294501,28040,"restaurant, food, point_of_interest, establishment",4.2,1982.0
Cafetería Facultad de Veterinaria,"Avenida Puerta de Hierro, s/n, Madrid",40.44872569999999,-3.7379731,28040,"restaurant, food, point_of_interest, establishment",4.5,99.0
La Raquette,"Carretera Castilla, Km 2, Madrid",40.4413846,-3.7454702,28040,"restaurant, food, point_of_interest, establishment",3.5,86.0
Terraza Club de Campo,"Carretera Castilla, Km 2, Madrid",40.4413846,-3.7454702,28040,"restaurant, food, point_of_interest, establishment",3.7,184.0
Dehesa parque,"Carretera de la Dehesa de la Villa, 3, Madrid",40.45440010000001,-3.723995099999999,28040,"restaurant, food, point_of_interest, establishment",,
Restaurante golf,"Camino Antequina, Madrid",40.4509528,-3.7550946,28040,"restaurant, food, point_of_interest, establishment",3.4,41.0
Chiringuito Ciemat,"Avenida Complutense, 42I, Madrid",40.4568042,-3.7249364,28040,"restaurant, food, point_of_interest, establishment",4.7,7.0
Restaurante El Trasgu,"Hospital Universitario Moncloa, Avenida de Valladolid, 83, Madrid",40.4331106,-3.7344176,28040,"restaurant, cafe, food, point_of_interest, store, establishment",3.3,52.0
Rodilla,"Calle del Profesor Martín Lagos, s/n, Madrid",40.441573,-3.72057,28040,"restaurant, meal_delivery, cafe, meal_takeaway, food, point_of_interest, store, establishment",1.6,53.0
El Momento Gastro Bar,"Paseo de Juan XXIII, 22, Madrid",40.44761839999999,-3.7171769,28040,"restaurant, food, point_of_interest, establishment",4.3,801.0
Cafeteria hospital Santa Elena,"Calle de la Granja, 10, Madrid",40.4459658,-3.7171005,28040,"restaurant, food, point_of_interest, establishment",3.2,142.0
Bar El Santa,"Calle de Santa Fe, 7, Madrid",40.4308402,-3.736019,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,275.0
Siempre 52,"Calle de Isaac Peral, 52, Madrid",40.4406888,-3.717791799999999,28040,"bar, liquor_store, cafe, restaurant, food, point_of_interest, store, establishment",4.1,562.0
Sana Locura Gluten Free Bakery | Chamberí - Madrid,"Calle de Isaac Peral, 54, Madrid",40.44081329999999,-3.7177051,28040,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",4.3,66.0
D juan Madrid,"Calle de Isaac Peral, 52, Madrid",40.44067899999999,-3.7176092,28040,"restaurant, food, point_of_interest, establishment",3.5,505.0
Restaurante Puerta de Hierro,"Parque Deportivo Puerta de Hierro, 28023, Madrid",40.4624408,-3.749980900000001,28040,"restaurant, food, point_of_interest, establishment",2.4,84.0
Restaurante El Lagar,"C. de Ferraz, 39, Madrid",40.4287119,-3.7199778,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,1117.0
La Taberna de Moncloa,"C. de Andrés Mellado, 45, Madrid",40.4352752,-3.7144359,28040,"bar, restaurant, food, point_of_interest, establishment",4.5,3965.0
Gandarío,"C. de Gaztambide, 28, Madrid",40.4345696,-3.715433199999999,28040,"bar, restaurant, food, point_of_interest, establishment",4.7,1893.0
Casa Paco,"C. de Altamirano, 38, Madrid",40.4304248,-3.7202933,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,3457.0
Chamberí Taberna,"Paseo de S. Fco. de Sales, 28, Madrid",40.4411007,-3.7144453,28040,"restaurant, bar, food, point_of_interest, establishment",4.4,329.0
Aderezo 37,"C. del Marqués de Urquijo, 37, Madrid",40.429307,-3.719897,28040,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.4,614.0
Porto,"Calle de la Princesa, 70, Madrid",40.4318664,-3.716776099999999,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,103.0
Taberna del Chato.,"C. de Andrés Mellado, 88, Madrid",40.4383459,-3.713930199999999,28040,"bar, restaurant, food, point_of_interest, establishment",4.3,1554.0
Bar Jimmy comida filipina,"C. de Hilarión Eslava, 5, Madrid",40.432464,-3.7169253,28040,"bar, restaurant, food, point_of_interest, establishment",4.7,613.0
Bar Melo's Moncloa,"C. de Andrés Mellado, 16, Madrid",40.4320427,-3.7144405,28040,"restaurant, bar, food, point_of_interest, establishment",4.6,444.0
Bar Anjupe,"C. de Hilarión Eslava, 24, Madrid",40.4343996,-3.7165739,28040,"bar, restaurant, food, point_of_interest, establishment",4.2,74.0
Pez Tortilla,"C. de Gaztambide, 50, Madrid",40.4373199,-3.7152596,28040,"bar, restaurant, food, point_of_interest, establishment",4.2,654.0
Los Chicos Fábrica de Patatas Bravas,"C. de Guzmán el Bueno, 33, Madrid",40.4331001,-3.713502399999999,28040,"bar, restaurant, food, point_of_interest, establishment",4.2,2361.0
La Bien Venida de Moncloa,"C. de Altamirano, 16, Madrid",40.4313329,-3.718493,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,165.0
Bar El Santa,"C. de Sta. Fe, 7, Madrid",40.4308387,-3.7360191,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,275.0
Restaurante Sazadon,"C. de Gaztambide, 44, Madrid",40.4358722,-3.7153643,28040,"restaurant, liquor_store, bakery, bar, store, food, point_of_interest, establishment",4.4,656.0
Cafeteria El Labrador II Cerveceria,"C. de Joaquín María López, 60, Madrid",40.4378802,-3.716031399999999,28040,"bar, liquor_store, restaurant, store, food, point_of_interest, establishment",4.4,168.0
La Garnacha,"C. de Ferraz, 27, Madrid",40.4277559,-3.7190288,28040,"restaurant, bar, food, point_of_interest, establishment",4.3,411.0
Restaurante Alcobilla,"C. de Guzmán el Bueno, 37, Madrid",40.433385,-3.7134239,28040,"restaurant, cafe, bar, food, point_of_interest, establishment",4.0,1057.0
El Momento Gastro Bar,"P.º de Juan XXIII, 22, Madrid",40.4476235,-3.717190199999999,28040,"restaurant, food, point_of_interest, establishment",4.3,801.0
La Taberna de Moncloa,"C. de Andrés Mellado, 45, Madrid",40.4352752,-3.7144359,28040,"bar, restaurant, food, point_of_interest, establishment",4.5,3965.0
Restaurante El Lagar,"C. de Ferraz, 39, Madrid",40.4287119,-3.7199778,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,1117.0
Restaurante Manolo 1934,"Calle de la Princesa, 83, Madrid",40.4326352,-3.717991,28040,"bar, restaurant, food, point_of_interest, establishment",4.1,2549.0
Restaurante ROS´MAN,"C. de la Isla de Oza, 44, Madrid",40.4645367,-3.7242718,28040,"bar, restaurant, food, point_of_interest, establishment",4.5,847.0
Restaurante El Tera,"C. de Benito Gutiérrez, 8, Madrid",40.4320371,-3.7183745,28040,"bar, restaurant, food, point_of_interest, establishment",4.0,660.0
MAKONDO Bar-Restaurante,"C. de Guzmán el Bueno, 95, Madrid",40.4383055,-3.7130545,28040,"bar, restaurant, food, point_of_interest, establishment",4.9,162.0
Aderezo 37,"C. del Marqués de Urquijo, 37, Madrid",40.429307,-3.719897,28040,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",4.4,614.0
Cervecería Universitaria,"Av. del Dr. Federico Rubio y Galí, 57, Madrid",40.4527248,-3.7129178,28040,"bar, restaurant, food, point_of_interest, establishment",4.3,474.0
Ferros Café San Francisco de Sales,"Paseo de S. Fco. de Sales, 7, Madrid",40.44011,-3.716683999999999,28040,"cafe, bar, restaurant, food, point_of_interest, store, establishment",4.0,1550.0
Bar Melo's Moncloa,"C. de Andrés Mellado, 16, Madrid",40.4320427,-3.7144405,28040,"restaurant, bar, food, point_of_interest, establishment",4.6,444.0
El Sitio Pizzería l Pizzería Madrid,"C. de Fernández de los Ríos, 93, Madrid",40.4353859,-3.7175506,28040,"meal_takeaway, bar, restaurant, food, point_of_interest, store, establishment",4.5,2226.0
Pecaditos San Francisco de Sales,"Paseo de S. Fco. de Sales, 24, Madrid",40.4408315,-3.7148606,28040,"bar, restaurant, food, point_of_interest, establishment",3.9,961.0
Olvidona Bar,"C. de Meléndez Valdés, 62, Madrid",40.43325300000001,-3.7161819,28040,"bar, restaurant, food, point_of_interest, establishment",4.8,78.0
Taberna la Tortuga,"C. del Conde de la Cimera, 2, Madrid",40.4467548,-3.7143435,28040,"bar, restaurant, food, point_of_interest, establishment",3.7,607.0
La Bien Venida de Moncloa,"C. de Altamirano, 16, Madrid",40.4313329,-3.718493,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,165.0
La Alacena de Mer,"Calle Federico Carlos Sainz de Robles, 11, Madrid",40.4651065,-3.7215746,28040,"bar, restaurant, food, point_of_interest, establishment",5.0,1.0
Taberna El Papelón,"C. de Fernando el Católico, 77, Madrid",40.4341871,-3.7175753,28040,"bar, restaurant, food, point_of_interest, establishment",3.0,1237.0
Río Duraton,"C. del Tutor, 61, Madrid",40.4323046,-3.719092,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,245.0
New Café,"Galeria Comercial Campo de las Naciones, C. de Guzmán el Bueno, 133, Madrid",40.4429972,-3.7126566,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,121.0
La Escabechina,"C. de Guzmán el Bueno, 71, Madrid",40.4365408,-3.713185,28040,"liquor_store, bar, grocery_or_supermarket, restaurant, food, point_of_interest, store, establishment",4.6,135.0
Gastrobar 1968 Era Madrid,"C. de Almansa, 91, Madrid",40.4492545,-3.7126075,28040,"bar, restaurant, food, point_of_interest, establishment",4.3,583.0
Bar Mochamoó,"C. de Guzmán el Bueno, 57, Madrid",40.4352616,-3.713281,28040,"cafe, bar, restaurant, food, point_of_interest, store, establishment",4.2,534.0
BAR RESTAURANT CAPRICHOS JJ,"C. de Fernando el Católico, 76, Madrid",40.4345079,-3.7158078,28040,"restaurant, liquor_store, bar, food, point_of_interest, store, establishment",4.0,231.0
El secreto de Cea,"C. de Cea Bermúdez, 55, Madrid",40.43891319999999,-3.714950899999999,28040,"bar, restaurant, food, point_of_interest, establishment",3.7,93.0
Oscar Patanegra & Cia,"C. de Aniceto Marinas, 98, Madrid",40.4282373,-3.7302536,28040,"bar, restaurant, food, point_of_interest, establishment",4.3,1255.0
Safe House bar,"C. de Hilarión Eslava, 27, posterior, Madrid",40.4349327,-3.7172427,28040,"bar, restaurant, food, point_of_interest, establishment",3.9,213.0
Ferros Café Maestro Ángel Llorca,"C. del Maestro Ángel Llorca, 9, Madrid",40.4434617,-3.7142635,28040,"cafe, bar, restaurant, food, point_of_interest, store, establishment",4.1,1164.0
Cerveceria-Restaurante Donate,"C. de Almansa, 91, Madrid",40.4492463,-3.7128006,28040,"restaurant, bar, food, point_of_interest, establishment",3.8,1264.0
Café Mario Bar,"C. de Rodríguez San Pedro, 44, Madrid",40.4318612,-3.7128974,28040,"bar, restaurant, food, point_of_interest, establishment",4.7,139.0
Bar El Santa,"C. de Sta. Fe, 7, Madrid",40.4308387,-3.7360191,28040,"bar, restaurant, food, point_of_interest, establishment",4.4,275.0
ABC Bar Restaurante,"C. de Fernández de los Ríos, 85, Madrid",40.4353675,-3.7160114,28040,"restaurant, food, point_of_interest, establishment",3.8,57.0
Gastrobar Rosales 36,"P.º del Pintor Rosales, 36, Madrid",40.4276705,-3.7201487,28040,"restaurant, food, point_of_interest, establishment",4.0,1270.0
Venta El Segoviano Madrid,"C. de Joaquín María López, 29, Madrid",40.4375185,-3.7125188,28040,"bar, restaurant, food, point_of_interest, establishment",4.0,516.0
Bar Gabaldon,"C. de los Estudiantes, 2, Madrid",40.4466963,-3.7123144,28040,"cafe, restaurant, food, point_of_interest, store, establishment",3.8,406.0
Tan-Go,"C. de los Mártires de Alcalá, 3, Madrid",40.4278771,-3.7136802,28040,"bar, restaurant, food, point_of_interest, establishment",4.2,200.0
BAR-CAFETERIA ASADOR DE POLLOS,"C. de Melchor Cano, 6, Madrid",40.42725350000001,-3.7332999,28040,"restaurant, food, point_of_interest, establishment",5.0,9.0
Restaurante Royal Cantonés,"Calle del Olvido, 92, Madrid",40.3830722,-3.7025694,28041,"restaurant, food, point_of_interest, establishment",4.3,3465.0
Restaurante A'barca Muxia,"Calle de Dolores Barranco, 4, Madrid",40.3834426,-3.702716499999999,28041,"restaurant, food, point_of_interest, establishment",4.2,1413.0
Hamburguesería Línea 123,"Avenida de Orovilla, 46, Madrid",40.36026,-3.689925999999999,28041,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.9,605.0
Restaurante Luna,"Avenida de los Rosales, 16, Madrid",40.3673741,-3.692091699999999,28041,"bar, restaurant, food, point_of_interest, establishment",4.1,413.0
McDonald's,"Avenida de Andalucía, 19, Madrid",40.366471,-3.693848,28041,"restaurant, food, point_of_interest, establishment",3.6,3540.0
Telepizza San Fermín - Comida a Domicilio,"Avenida de la Perla, 35, Madrid",40.3699178,-3.6939326,28041,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",3.3,573.0
Domino's Pizza,"Avenida de los Poblados &, Avenida de Andalucía, Madrid",40.371072,-3.695094,28041,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.0,1341.0
Burger King,"Avenida de Andalucía, s/n, Madrid",40.37171039999999,-3.695283099999999,28041,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.9,4289.0
Café Milano Pizzería.,"Calle del Simca, 18A, Madrid",40.3662565,-3.7057241,28041,"cafe, restaurant, food, point_of_interest, store, establishment",4.3,471.0
Tres Fuegos,"Calle la Canción del Olvido, 54, Madrid",40.3605151,-3.6988364,28041,"restaurant, food, point_of_interest, establishment",3.9,463.0
Rodilla,"Materno-infantil, Hospìtal Doce de Octubre, Avenida de Córdoba, s/n, Madrid",40.374845,-3.697697,28041,"restaurant, meal_delivery, cafe, meal_takeaway, food, point_of_interest, store, establishment",3.3,135.0
La Boutique del Pollo,"Calle la Dolorosa, 11, Madrid",40.354628,-3.6940378,28041,"restaurant, food, point_of_interest, establishment",4.4,211.0
Bar La Peña Soriana,"Calle Ordicia, 23, Madrid",40.3664448,-3.7144504,28041,"bar, restaurant, food, point_of_interest, establishment",4.0,678.0
Kebab Armenia,"Calle de Villajoyosa, 73, Madrid",40.3554223,-3.6906518,28041,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",4.2,294.0
Kebabish Villaverde,"Carretera Villaverde a Vallecas, 29, Madrid",40.35735469999999,-3.685729500000001,28041,"meal_delivery, restaurant, food, point_of_interest, establishment",4.1,224.0
"ESPECARVI, sl","Calle Cristo de la Victoria, 114, Madrid",40.3795585,-3.7054001,28041,"restaurant, food, point_of_interest, store, establishment",4.8,29.0
Gastrotaberna Juanes,"Calle de Guetaria, 84, Madrid",40.3692476,-3.7158335,28041,"bar, restaurant, food, point_of_interest, establishment",4.0,296.0
Restaurante Marvilla Restaurant,"Calle Hermandad de Donantes de Sangre, 45, Posterior, Madrid",40.3526819,-3.7009019,28041,"restaurant, food, point_of_interest, establishment",3.8,472.0
Cafetería molletería la sanmi,"VILLAVERDE (LA CIUDAD DE, Calle de Anoeta, 25, Madrid",40.3524845,-3.6978222,28041,"cafe, bar, restaurant, food, point_of_interest, store, establishment",4.3,333.0
Restaurante - Cafetería El Álamo,"Calle del Diamante, 3, Madrid",40.3540145,-3.6884723,28041,"restaurant, cafe, food, point_of_interest, store, establishment",4.2,240.0
Colette Bakery Madrid,"Avenida de Córdoba, 25, Madrid",40.382371,-3.6971859,28041,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",4.8,810.0
Restaurante Monteferro,"Calle de Antonio López, 201, Madrid",40.3828226,-3.6955672,28041,"restaurant, food, point_of_interest, establishment",4.1,291.0
Bar La estrella,"Calle de Ramón Luján, 108, Madrid",40.38206810000001,-3.7039727,28041,"bar, restaurant, food, point_of_interest, establishment",4.5,167.0
TABERNA ENTREAMIGOS,"Calle María Barrientos, 8, Madrid",40.35440099999999,-3.686317000000001,28041,"bar, restaurant, food, point_of_interest, establishment",3.9,234.0
Pizzería Aqua e Farina,"Calle Escoriaza, 3, Madrid",40.3512454,-3.695295999999999,28041,"liquor_store, bakery, bar, store, restaurant, food, point_of_interest, establishment",1.9,81.0
Domino's Pizza,"Calle María Barrientos, 8, Madrid",40.35357,-3.68558,28041,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",3.8,1392.0
Bar cafeteria kristin kebab,"Calle de San Mario, 25, Madrid",40.37799620000001,-3.691057500000001,28041,"restaurant, food, point_of_interest, establishment",4.4,582.0
El Deseo,"Calle de Dolores Barranco, 51, Madrid",40.3830721,-3.7070699,28041,"restaurant, bar, food, point_of_interest, establishment",4.2,112.0
Telepizza Ciudad de los Ángeles - Comida a Domicilio,"Calle de Clara Schumann, 18, Madrid",40.35450900000001,-3.6860779,28041,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",3.0,497.0
bp,"Madrid-toledo, Calle Princesa de Austria, A-42, Km 5, 900, Madrid",40.3681753,-3.720902299999999,28041,"gas_station, car_wash, cafe, restaurant, food, point_of_interest, establishment",4.0,1033.0
Burger King,"Avenida Princesa Juana de Austria, 14, Madrid",40.36795669999999,-3.720937,28041,"meal_takeaway, restaurant, food, point_of_interest, establishment",3.6,1467.0
Centro Comercial Los Ángeles,"Avenida de Andalucía, Km. 7, 100, Madrid",40.3631606,-3.6921358,28041,"shopping_mall, gym, pharmacy, travel_agency, jewelry_store, supermarket, grocery_or_supermarket, health, clothing_store, store, restaurant, food, point_of_interest, establishment",4.0,11990.0
Bar Muñoz,"Calle Salado, 4, Madrid",40.37053009999999,-3.6982886,28041,"bar, restaurant, food, point_of_interest, establishment",4.1,132.0
Bodega La Andaluza,"Calle de Antonio López, 237, Madrid",40.38026860000001,-3.695274299999999,28041,"bar, restaurant, food, point_of_interest, establishment",3.8,1304.0
Bar restaurante Gallardo by KUMŪ,"Calle de la, Calle Hermandad de Donantes de Sangre, 1, Madrid",40.3548045,-3.699293,28041,"bar, restaurant, food, point_of_interest, establishment",3.9,922.0
Cafetería Restaurante Vértice,"Calle de Antonio López, 249, Madrid",40.3771247,-3.6945405,28041,"restaurant, food, point_of_interest, establishment",3.7,367.0
El Portón,"Calle de Sáhara, 48, Madrid",40.3543792,-3.6925727,28041,"cafe, bar, store, restaurant, food, point_of_interest, establishment",4.4,643.0
